[INFO] Scanning for projects...
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:optimizer:jar:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ line 20, column 15
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:libnlopt4j:jnilib:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ org.nlopt4j:parent:1.0-SNAPSHOT, /Users/patrickli/git/nlopt4j/pom.xml, line 14, column 15
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-surefire-plugin is missing. @ line 65, column 15
[WARNING] 'build.plugins.plugin.version' for org.codehaus.mojo:native-maven-plugin is missing. @ line 28, column 15
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:parent:pom:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ line 14, column 15
[WARNING] 
[WARNING] It is highly recommended to fix these problems because they threaten the stability of your build.
[WARNING] 
[WARNING] For this reason, future Maven versions might no longer support building such malformed projects.
[WARNING] 
[INFO] ------------------------------------------------------------------------
[INFO] Reactor Build Order:
[INFO] 
[INFO] parent                                                             [pom]
[INFO] optimizer                                                          [jar]
[INFO] libnlopt4j                                                      [jnilib]
[INFO] 
[INFO] -------------------------< org.nlopt4j:parent >-------------------------
[INFO] Building parent 1.0-SNAPSHOT                                       [1/3]
[INFO] --------------------------------[ pom ]---------------------------------
[INFO] 
[INFO] -----------------------< org.nlopt4j:optimizer >------------------------
[INFO] Building optimizer 1.0-SNAPSHOT                                    [2/3]
[INFO] --------------------------------[ jar ]---------------------------------
[WARNING] The POM for Stock-analysis:Stock-analysis:jar:0.0.1-SNAPSHOT is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
[INFO] 
[INFO] --- maven-resources-plugin:2.6:resources (default-resources) @ optimizer ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-java/src/main/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.1:compile (default-compile) @ optimizer ---
[INFO] Nothing to compile - all classes are up to date
[INFO] 
[INFO] --- maven-resources-plugin:2.6:testResources (default-testResources) @ optimizer ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-java/src/test/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.1:testCompile (default-testCompile) @ optimizer ---
[INFO] No sources to compile
[INFO] 
[INFO] --- maven-surefire-plugin:2.12.4:test (default-test) @ optimizer ---
[INFO] No tests to run.
[INFO] 
[INFO] -----------------------< org.nlopt4j:libnlopt4j >-----------------------
[INFO] Building libnlopt4j 1.0-SNAPSHOT                                   [3/3]
[INFO] -------------------------------[ jnilib ]-------------------------------
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:initialize (default-initialize) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:unzipinc (default-unzipinc) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:javah (default-javah) @ libnlopt4j ---
[INFO] /bin/sh -c cd '/Users/patrickli/git/nlopt4j/maven-macosx/target' && 'javah' '-o' '/Users/patrickli/git/nlopt4j/include/nlopt_jni.h' '-classpath' '/Users/patrickli/git/nlopt4j/maven-macosx/target/classes:/Users/patrickli/git/nlopt4j/maven-java/target/classes:/Users/patrickli/.m2/repository/junit/junit/4.11/junit-4.11.jar:/Users/patrickli/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/patrickli/.m2/repository/Stock-analysis/Stock-analysis/0.0.1-SNAPSHOT/Stock-analysis-0.0.1-SNAPSHOT.jar:/Users/patrickli/.m2/repository/org/apache/commons/commons-lang3/3.9/commons-lang3-3.9.jar' 'org.nlopt4j.optimizer.NLopt'
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:compile (default-compile) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:link (default-link) @ libnlopt4j ---
[INFO] /bin/sh -c cd '/Users/patrickli/git/nlopt4j/maven-macosx/target' && 'gcc' '-dynamiclib' '-framework' 'JavaVM' '/Users/patrickli/nlopt/lib/libnlopt.dylib' '-o' '/Users/patrickli/git/nlopt4j/maven-macosx/target/libnlopt4j.jnilib' 'objs/nlopt_jni.o'
[INFO] 
[INFO] --- maven-resources-plugin:3.1.0:testResources (default-testResources) @ libnlopt4j ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-macosx/src/test/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.8.1:testCompile (default-testCompile) @ libnlopt4j ---
[INFO] Nothing to compile - all classes are up to date
[INFO] 
[INFO] --- maven-surefire-plugin:3.0.0-M4:test (default-test) @ libnlopt4j ---
[INFO] 
[INFO] -------------------------------------------------------
[INFO]  T E S T S
[INFO] -------------------------------------------------------
[INFO] Running org.nlopt4j.optimizer.TestAlgoPerformance_CRS2_LM
##########09:18:37 NLOPT_Start_Time
Run,RSIMagnitude,RSILowerThan,SMAMagnitude,VolumeHigherThan,ReentryRSIMagnitude,ReentryRSILowerThan,TakeProfit,StopLoss,StartExecute,EndExecute,NetProfit,AnnualIncrement,TotalTradedVolume
300,16,30.94,46,1.66,115,49.59,1.32,0.76,11:30:45,11:30:55,1184084.3707129997,0.0832204909537726,3.603666842869999E7
301,9,34.83,30,2.0,217,48.51,1.32,0.76,11:30:55,11:31:13,1038968.2562110005,0.07766170737265954,3.1211063738900006E7
302,10,23.44,32,1.6,44,44.17,1.27,0.82,11:31:13,11:31:21,165774.72620099998,0.022239676204345082,1.7156298389900003E7
303,9,40.0,47,1.88,192,50.0,1.32,0.75,11:31:21,11:31:40,2936578.024502,0.12628484738473533,7.33999952398E7
304,10,31.94,42,1.84,152,45.92,1.32,0.78,11:31:40,11:31:55,1872489.4121560003,0.10405782637360272,4.715172300439999E7
305,10,31.5,39,1.76,111,46.61,1.33,0.75,11:31:55,11:32:08,1059824.334677,0.07849485519578914,2.9861707672299985E7
306,9,35.82,46,1.59,185,47.33,1.3,0.77,11:32:08,11:32:26,2208874.666169,0.11203353843663244,5.72539567031E7
307,9,36.76,45,1.69,155,48.97,1.33,0.77,11:32:26,11:32:44,2053357.7557660001,0.10848120794883065,5.5179202393399976E7
308,10,31.11,52,1.43,300,44.84,1.27,0.78,11:32:44,11:33:02,697003.2326590002,0.06188812850929071,2.7054276464100003E7
309,15,33.75,30,2.0,225,48.94,1.35,0.83,11:33:02,11:33:18,455914.8778459999,0.047291507677871714,2.4310350525399998E7
310,9,40.0,60,1.87,183,50.0,1.3,0.75,11:33:18,11:33:37,2824791.4260799997,0.12430719251644162,7.4171296832E7
311,10,39.65,40,2.0,51,50.0,1.33,0.75,11:33:37,11:33:54,258091.95846600016,0.031523735277972253,1.3087338533400005E7
312,9,40.0,51,1.86,300,50.0,1.32,0.75,11:33:54,11:34:17,2526323.2884239997,0.1186778243704103,6.3898036657599986E7
313,11,31.45,50,1.62,244,48.03,1.31,0.75,11:34:17,11:34:33,650212.51926,0.05933903258721984,2.320320962399999E7
314,9,40.0,45,2.0,149,50.0,1.32,0.75,11:34:33,11:34:51,1734556.4694539998,0.10044267692393838,4.110918094460001E7
315,9,24.56,30,1.9,106,46.18,1.32,0.8,11:34:51,11:35:02,1532488.127317,0.0947022122575043,4.66313239283E7
316,9,27.86,35,1.97,142,49.62,1.33,0.8,11:35:02,11:35:13,317077.9759519999,0.03671871745064892,1.3529572514800001E7
317,9,40.0,51,1.82,219,50.0,1.31,0.75,11:35:13,11:35:33,1250588.644939,0.0855973317787051,3.820580653610002E7
318,16,23.12,33,1.76,298,48.02,1.32,0.83,11:35:33,11:35:44,5451.124128000112,9.007706838781715E-4,1.4851789607200004E7
319,9,40.0,51,1.93,144,50.0,1.32,0.75,11:35:44,11:36:02,1293220.5386359997,0.08707055430850996,3.449108881640001E7
320,12,33.81,50,1.74,225,43.73,1.32,0.78,11:36:02,11:36:18,694343.2328419999,0.06174629305719881,2.7231882615800004E7
321,9,40.0,46,1.93,188,50.0,1.32,0.75,11:36:18,11:36:38,855017.3784539998,0.06972799911505123,2.7622712304600004E7
322,9,32.49,37,2.0,151,48.36,1.33,0.81,11:36:38,11:36:53,893750.9208470001,0.07149370334332428,2.9930468525299996E7
323,9,28.51,41,1.68,201,42.64,1.28,0.81,11:36:53,11:37:07,1039322.1546759999,0.07767594725286164,4.2139701562400006E7
324,9,40.0,41,1.7,179,50.0,1.32,0.75,11:37:07,11:37:27,884611.8818770002,0.07108205085226293,2.816309102230001E7
325,13,40.0,30,1.95,173,49.12,1.35,0.75,11:37:27,11:37:46,505641.09601800004,0.0506329519356723,1.5392365908199996E7
326,9,40.0,56,1.82,206,50.0,1.32,0.75,11:37:46,11:38:06,3165342.016172,0.13013738717333445,7.482769053279999E7
327,9,32.39,34,1.89,139,47.7,1.35,0.77,11:38:06,11:38:21,751078.2128870001,0.06469616305560533,2.4420543661300004E7
328,9,40.0,71,1.81,257,50.0,1.3,0.75,11:38:21,11:38:42,1839010.419516,0.10320083598785823,5.523517339840001E7
329,12,39.39,43,1.7,93,44.03,1.31,0.75,11:38:42,11:38:59,2067812.3781949999,0.10882064033542926,5.390171649050001E7
330,17,25.37,44,1.87,88,41.92,1.35,0.82,11:38:59,11:39:05,438629.45716800017,0.046080890127103036,1.9722795093200002E7
331,9,40.0,58,1.81,247,50.0,1.31,0.75,11:39:05,11:39:26,1522637.9772970001,0.0944072414687831,4.711383576029998E7
332,9,36.81,56,1.8,92,50.0,1.35,0.75,11:39:26,11:39:41,2381536.7715000003,0.11574031344429159,5.177941271999996E7
333,9,34.84,45,2.0,288,48.03,1.3,0.79,11:39:41,11:40:01,694748.5329219997,0.06176792756673222,3.0695564407800015E7
334,9,40.0,67,1.68,193,50.0,1.32,0.75,11:40:01,11:40:20,1789569.107246,0.1019116487992544,4.3931153865399964E7
335,17,32.95,48,1.68,9,49.18,1.31,0.75,11:40:20,11:40:29,1335289.3960840001,0.0884880570340536,3.97326861316E7
336,9,25.7,34,1.85,162,49.69,1.27,0.81,11:40:29,11:40:41,1159370.169883,0.08231134419232244,3.84150010017E7
337,16,34.82,45,1.52,239,47.35,1.26,0.8,11:40:41,11:40:58,1067888.2432330002,0.07881373757938337,4.484761746670001E7
338,9,36.25,60,1.6,129,45.66,1.3,0.75,11:40:58,11:41:14,1737541.424111,0.10052334523205886,4.418206981889999E7
339,10,32.61,56,1.81,182,42.76,1.29,0.75,11:41:14,11:41:29,629393.3013510001,0.05816627066189484,2.5771910134900004E7
340,9,40.0,56,1.83,217,50.0,1.34,0.75,11:41:29,11:41:48,1649990.1846780002,0.0981092718991945,3.9121389532199994E7
341,10,26.63,47,1.52,107,50.0,1.33,0.75,11:41:48,11:41:58,691733.2192190001,0.06160677215398147,1.6801849568099998E7
342,9,40.0,65,2.0,246,50.0,1.32,0.75,11:41:58,11:42:17,505361.427992,0.050614713236980524,2.5346136050800014E7
343,10,33.61,35,1.88,300,49.48,1.3,0.81,11:42:17,11:42:37,263801.889263,0.03204887222802899,2.0137767073700003E7
344,9,40.0,76,1.79,114,50.0,1.33,0.75,11:42:37,11:42:53,1257130.2233789999,0.08582586847586993,3.797451872209999E7
345,9,35.94,45,2.0,297,48.73,1.32,0.78,11:42:53,11:43:15,1373576.8284230002,0.08974834963163492,4.11523249177E7
346,9,37.17,55,1.48,280,49.63,1.28,0.79,11:43:15,11:43:36,1985666.0570619996,0.10686479942754401,7.084436712380001E7
347,17,40.0,30,2.0,239,49.83,1.35,0.82,11:43:36,11:43:58,524607.513019,0.05185603157365448,2.47119577581E7
348,9,40.0,60,1.74,187,50.0,1.3,0.75,11:43:58,11:44:17,1376940.9013359998,0.08985777087575575,4.00215761764E7
349,9,36.35,48,1.84,146,50.0,1.33,0.75,11:44:17,11:44:33,1319822.946491,0.08797098813964,3.8454970040899985E7
350,18,40.0,61,1.58,123,48.01,1.33,0.75,11:44:33,11:44:49,1037260.9814119996,0.07759296116013026,2.92588806388E7
351,9,40.0,36,1.69,135,47.77,1.27,0.75,11:44:49,11:45:09,2237073.457329,0.1126551677333143,6.094321253709994E7
352,9,30.99,34,2.0,9,47.96,1.35,0.75,11:45:09,11:45:21,980575.3271179998,0.07526174189899693,2.52435814582E7
353,9,37.24,56,2.0,40,48.03,1.3,0.77,11:45:21,11:45:36,983317.7656749999,0.07537676222133749,3.27165570025E7
354,11,30.24,55,1.89,22,40.21,1.32,0.76,11:45:36,11:45:45,506996.1048600001,0.050721234475899823,1.9995897363999996E7
355,9,40.0,57,1.82,292,50.0,1.32,0.75,11:45:45,11:46:09,3184862.136296999,0.13045483934152347,7.454053922029996E7
356,10,25.18,34,1.72,108,46.61,1.33,0.8,11:46:09,11:46:19,759996.7209700001,0.06514605537015639,2.7473500012999997E7
357,9,40.0,72,1.86,300,50.0,1.31,0.75,11:46:19,11:46:42,1739582.8760740005,0.10057845078717542,5.2967610562600024E7
358,9,32.81,46,1.71,257,49.04,1.31,0.78,11:46:42,11:47:01,1410454.1846959998,0.09093659333938842,4.019814665040001E7
359,11,27.47,40,1.85,94,47.11,1.32,0.79,11:47:01,11:47:11,1042087.8747920003,0.07778710909639752,3.63297215808E7
360,9,33.78,36,2.0,286,50.0,1.35,0.75,11:47:11,11:47:31,1231576.5345299998,0.08492788700867471,2.4069425587E7
361,9,40.0,30,1.66,169,49.71,1.31,0.75,11:47:31,11:47:51,591734.4580440002,0.05598005314817045,2.2343633655599996E7
362,9,39.99,77,1.83,300,50.0,1.32,0.75,11:47:51,11:48:13,1815893.8384620002,0.10260163200000472,4.8673110183799975E7
363,9,31.34,30,2.0,249,50.0,1.32,0.77,11:48:13,11:48:30,587402.7230960003,0.05572298033903578,2.2327257490399998E7
364,9,40.0,75,1.77,300,50.0,1.31,0.75,11:48:30,11:48:50,774938.1294979998,0.06589177427011661,2.7580987170200005E7
365,9,40.0,59,1.62,193,48.51,1.34,0.75,11:48:50,11:49:09,1822294.150858,0.10276815441855525,4.060454947419999E7
366,9,33.97,40,1.79,203,49.48,1.32,0.75,11:49:09,11:49:26,1744480.671938,0.10071044516824967,4.5934991416200005E7
367,9,31.06,48,2.0,149,47.83,1.35,0.75,11:49:26,11:49:39,1341257.4129389997,0.08868633632878664,3.0504920256099995E7
368,9,32.3,59,1.82,154,50.0,1.32,0.79,11:49:39,11:49:53,1156168.2107779996,0.0821924869758397,3.613004414220001E7
369,9,40.0,41,1.9,158,47.64,1.35,0.75,11:49:53,11:50:13,1900963.118084,0.10477687609194386,4.3570111481600024E7
370,9,32.38,48,1.87,173,50.0,1.31,0.78,11:50:13,11:50:27,1325062.5436150003,0.0881466798519408,3.95351432285E7
371,9,29.9,30,1.67,95,48.67,1.33,0.76,11:50:27,11:50:39,96993.62487000006,0.014105443446021715,9395361.073
372,9,40.0,58,1.87,300,50.0,1.31,0.75,11:50:39,11:51:01,2126626.916379,0.11018176021001191,5.631656741210002E7
373,9,38.93,55,1.67,233,47.53,1.28,0.8,11:51:01,11:51:22,1824419.3180149999,0.10282334122398651,7.051613904849997E7
374,12,35.63,43,1.81,198,45.42,1.35,0.75,11:51:22,11:51:38,779456.6706600001,0.06611535390501233,2.4018553344000004E7
375,9,40.0,59,1.82,300,50.0,1.29,0.75,11:51:38,11:52:01,1712727.396263,0.09984930614848664,5.7400726113699965E7
376,9,33.07,68,2.0,202,48.19,1.35,0.75,11:52:01,11:52:16,1385381.4129969997,0.09013139518674285,3.118843502030001E7
377,10,29.34,52,1.86,111,49.89,1.33,0.77,11:52:16,11:52:27,1364296.079936,0.08944539320437617,3.3396409126400016E7
378,10,30.35,30,1.69,128,45.99,1.33,0.78,11:52:27,11:52:40,1600986.0745929999,0.09671272874797143,3.9533185050699994E7
379,9,27.11,39,1.78,11,45.98,1.35,0.79,11:52:40,11:52:50,1392181.9017629998,0.09035090795397482,3.195829193369999E7
380,9,37.65,66,1.58,298,50.0,1.31,0.76,11:52:50,11:53:10,1551028.045982,0.09525334245428696,5.264348843179997E7
381,9,39.68,71,1.76,300,45.14,1.32,0.75,11:53:10,11:53:32,1933251.4711859995,0.10558164199967401,5.114100382139998E7
382,9,29.89,38,1.8,300,50.0,1.31,0.81,11:53:32,11:53:50,1478380.2165019999,0.09306293564355328,4.427181956979999E7
383,9,37.35,50,1.96,162,49.6,1.33,0.75,11:53:50,11:54:07,1255097.0490299999,0.08575493530442846,3.2729680967000026E7
384,9,29.55,48,1.42,161,47.75,1.26,0.76,11:54:07,11:54:20,1032415.7439869998,0.07739740468492973,4.090684397129998E7
385,9,40.0,58,1.86,300,50.0,1.34,0.75,11:54:20,11:54:43,1854824.093884,0.10360720820692215,4.46581558616E7
386,16,40.0,50,1.73,270,48.23,1.33,0.75,11:54:43,11:55:03,970413.4569760002,0.07483349415445906,2.9115572202400006E7
387,9,40.0,62,1.82,300,50.0,1.3,0.75,11:55:03,11:55:26,2408875.3200970003,0.11630633174251614,7.048862759030001E7
388,9,36.44,38,2.0,145,50.0,1.34,0.78,11:55:26,11:55:42,569701.906323,0.05465995991093697,2.1219750637700003E7
389,9,40.0,61,1.66,300,50.0,1.31,0.75,11:55:42,11:56:04,1680967.0230200002,0.0989749659905459,4.459293564799999E7
390,9,32.7,42,1.83,174,48.87,1.32,0.75,11:56:04,11:56:20,1035685.031257,0.07752942890319114,3.38125580143E7
391,9,40.0,67,1.81,293,50.0,1.32,0.75,11:56:20,11:56:42,2409361.0270709996,0.11631633869251568,5.56541141229E7
392,10,39.02,60,1.63,229,48.02,1.29,0.76,11:56:42,11:57:01,1182988.1968789997,0.08318047251634342,3.624336135210003E7
393,9,40.0,56,1.91,293,50.0,1.33,0.75,11:57:01,11:57:23,1831753.8846049998,0.10301340482931631,4.788313575949997E7
394,11,31.98,61,1.44,235,48.31,1.29,0.78,11:57:23,11:57:39,545557.6962759999,0.05317635370279383,2.1082428332399994E7
395,9,40.0,55,2.0,300,50.0,1.34,0.75,11:57:39,11:57:59,1184487.6198069998,0.08323520545800078,2.3371820139300004E7
396,9,40.0,56,1.76,278,50.0,1.35,0.75,11:57:59,11:58:21,2515446.1052670004,0.11846216674770282,5.065614166330003E7
397,11,33.83,53,1.95,202,48.77,1.34,0.78,11:58:21,11:58:36,1477648.038542,0.09304042996291262,3.395678412580002E7
398,9,31.02,38,1.91,202,48.89,1.35,0.81,11:58:36,11:58:52,318680.6174649999,0.03685317713697511,2.1880007303499997E7
399,9,40.0,68,1.76,300,50.0,1.3,0.75,11:58:52,11:59:14,1824980.0634520003,0.10283789403921251,5.3555964004799984E7
400,10,37.14,57,1.66,205,46.61,1.29,0.78,11:59:14,11:59:32,836459.285372,0.06886198511206221,2.659501777279999E7
401,9,40.0,56,1.84,300,50.0,1.34,0.75,11:59:32,11:59:54,2111851.986914,0.10984280236111266,4.806805094860001E7
402,9,40.0,67,1.94,227,47.99,1.29,0.75,11:59:54,12:00:12,544639.54349,0.05311914436580234,2.3078985031E7
403,9,40.0,51,1.73,300,50.0,1.32,0.75,12:00:12,12:00:35,2013116.7246710006,0.10752570494032287,5.1873518552899994E7
404,10,32.06,37,1.77,149,46.51,1.31,0.78,12:00:35,12:00:49,1128135.19749,0.08114116439827024,4.3895932391E7
405,9,40.0,76,1.83,300,50.0,1.32,0.75,12:00:49,12:01:11,1941829.3183399998,0.10579358076375978,5.2465194935999975E7
406,9,28.32,54,1.84,184,50.0,1.32,0.78,12:01:11,12:01:23,1670067.843358,0.09867184783450633,4.015002004420002E7
407,9,40.0,64,2.0,300,50.0,1.35,0.75,12:01:23,12:01:45,1402052.0799680003,0.09066802083036785,3.211308268320001E7
408,9,40.0,76,1.63,300,47.33,1.27,0.8,12:01:45,12:02:08,1148835.3889649997,0.08191935340502488,5.351455747349999E7
409,9,39.99,49,1.85,285,50.0,1.32,0.75,12:02:08,12:02:30,2992385.388765999,0.12724799249263885,7.497166313340001E7
410,9,34.41,51,2.0,145,50.0,1.35,0.75,12:02:30,12:02:46,1256859.563407,0.08581643079807333,3.14476305993E7
411,9,40.0,61,1.79,300,50.0,1.31,0.75,12:02:46,12:03:07,1233912.2926719997,0.08501055657055123,3.3860547062800005E7
412,9,30.77,39,1.85,130,45.53,1.33,0.81,12:03:07,12:03:20,841458.4602340003,0.06909658633687266,2.4234937316600006E7
413,9,40.0,65,1.81,300,50.0,1.31,0.75,12:03:20,12:03:42,1834233.1393089998,0.10307751029731649,4.834297692910001E7
414,9,40.0,71,1.52,231,45.59,1.28,0.75,12:03:42,12:04:02,974390.0518090001,0.07500146448104439,3.9721999169099994E7
415,9,39.99,48,1.85,300,50.0,1.33,0.75,12:04:02,12:04:24,808917.4143100001,0.06755165324576429,2.466551752899999E7
416,9,30.46,30,1.86,93,50.0,1.32,0.76,12:04:24,12:04:36,856723.0314439998,0.06980692892897311,2.13991254856E7
417,9,40.0,74,1.77,300,50.0,1.31,0.75,12:04:36,12:04:58,1727703.0911100002,0.10025703834251654,4.4603756159E7
418,9,35.77,48,1.92,243,50.0,1.33,0.76,12:04:58,12:05:16,858371.5971539998,0.06988311199688457,2.57503343146E7
419,9,40.0,64,1.8,298,50.0,1.31,0.75,12:05:16,12:05:38,1505978.817173,0.09390490545457397,4.201100042270001E7
420,9,39.71,57,1.82,175,49.19,1.33,0.75,12:05:38,12:05:56,2271597.1485180007,0.11340735032528615,5.624314894820002E7
421,9,35.95,68,1.76,300,50.0,1.32,0.78,12:05:56,12:06:16,1043700.7831689997,0.0778518358670377,3.476706433310003E7
422,9,40.0,51,1.83,288,50.0,1.31,0.75,12:06:16,12:06:37,1265691.4683440002,0.08612359021075666,3.730211915559998E7
423,9,33.39,53,1.73,114,46.46,1.31,0.77,12:06:37,12:06:51,1579507.0731519996,0.09608979792496508,4.173444991479999E7
424,9,28.35,47,1.75,156,46.64,1.28,0.81,12:06:51,12:07:04,1356993.016306,0.08920586490853277,4.55557195494E7
425,9,40.0,38,1.88,142,48.99,1.34,0.75,12:07:04,12:07:21,601783.5627440001,0.05657189212163671,1.9220222035600003E7
426,9,39.99,65,1.81,300,50.0,1.3,0.75,12:07:21,12:07:44,1882018.206669,0.1042994497446188,5.7391074253100015E7
427,9,39.54,49,1.95,300,50.0,1.32,0.76,12:07:44,12:08:05,704492.433817,0.062285542259446824,2.2448750618300006E7
428,9,40.0,60,1.75,287,50.0,1.32,0.75,12:08:05,12:08:25,1372450.131387,0.08971165549781701,3.76406353813E7
429,9,40.0,75,1.69,300,50.0,1.32,0.75,12:08:25,12:08:46,1479193.9371599995,0.09308793745772559,3.805701607400001E7
430,9,36.11,40,2.0,88,48.66,1.32,0.75,12:08:46,12:09:01,1464047.156709,0.09262075712744733,3.561695425909999E7
431,9,32.63,59,1.46,300,47.84,1.28,0.75,12:09:01,12:09:19,1128174.052555,0.08114263510172393,4.134922093449999E7
432,9,40.0,54,1.93,288,50.0,1.33,0.75,12:09:19,12:09:40,1397382.4004990002,0.09051820992786586,3.60278383101E7
433,9,32.12,33,1.91,197,50.0,1.35,0.75,12:09:40,12:09:56,1246394.923322,0.08545033753587483,2.895208321779999E7
434,9,40.0,74,1.75,294,50.0,1.31,0.75,12:09:56,12:10:15,413453.906629,0.04426863326667885,1.7760795567099996E7
435,9,36.81,64,1.83,300,49.38,1.29,0.77,12:10:15,12:10:36,1083390.8510739997,0.07942179352607392,3.912911571259999E7
436,9,40.0,54,1.82,288,50.0,1.32,0.75,12:10:36,12:10:58,2743339.5769420005,0.12282340791355395,6.897753329579997E7
437,9,34.16,30,1.84,136,47.93,1.32,0.78,12:10:58,12:11:15,1954484.691846,0.10610486323465906,5.115805998540002E7
438,9,36.09,59,1.75,300,49.87,1.31,0.77,12:11:15,12:11:35,1873435.709214,0.1040818667800738,5.3291524558599986E7
439,9,32.42,43,1.74,181,49.45,1.31,0.77,12:11:35,12:11:50,1079240.4953359999,0.07925964191259216,3.338158457640002E7
440,9,40.0,66,1.82,300,50.0,1.32,0.75,12:11:50,12:12:12,1368045.430135,0.08956797799394756,4.029405050649998E7
441,9,40.0,71,1.64,300,50.0,1.32,0.75,12:12:12,12:12:33,1571077.1431379998,0.09584346463432047,3.535947591620001E7
442,9,29.07,30,1.97,218,50.0,1.33,0.77,12:12:33,12:12:48,1382478.7580030002,0.09003744414348502,3.929537727970001E7
443,9,35.33,45,1.73,241,49.87,1.31,0.79,12:12:48,12:13:07,1431822.8019119997,0.09161403281704739,4.474404881879997E7
444,9,33.34,38,1.85,127,48.48,1.32,0.78,12:13:07,12:13:21,1103595.578951,0.08020463599730165,3.3789809674899995E7
445,9,40.0,68,1.79,300,50.0,1.32,0.75,12:13:21,12:13:43,2199978.1009380003,0.11183603990311197,5.62578283562E7
446,9,32.87,43,1.71,150,47.27,1.3,0.76,12:13:43,12:13:58,1859261.845088,0.10372073834792372,5.047695833119998E7
447,9,37.45,77,1.73,224,50.0,1.34,0.75,12:13:58,12:14:15,1142382.531195,0.08167790829588895,2.9649963930500027E7
448,9,40.0,54,1.87,300,49.99,1.3,0.75,12:14:15,12:14:34,-77408.0721910001,-0.014811331950013162,8295848.5591
449,9,39.25,61,1.61,195,46.2,1.28,0.78,12:14:34,12:14:54,2226591.256906,0.11242486251581618,7.009394289940001E7
450,9,30.15,30,2.0,29,46.11,1.31,0.79,12:14:54,12:15:05,1416603.126379,0.09113235062952096,4.180525373210004E7
451,9,38.58,53,1.65,164,48.78,1.29,0.75,12:15:05,12:15:23,2431787.144441,0.11677653463062287,6.984027118590003E7
452,9,40.0,64,1.68,299,45.94,1.3,0.78,12:15:23,12:15:47,2092049.9061629996,0.10938540766948135,7.155871466369997E7
453,9,40.0,56,1.55,200,47.64,1.31,0.76,12:15:47,12:16:06,1356049.0379130002,0.08917483082670774,4.17977219987E7
454,9,40.0,57,1.91,297,50.0,1.32,0.75,12:16:06,12:16:28,2085365.6578189996,0.1092302004537955,5.74342838181E7
455,9,38.3,45,1.96,191,50.0,1.34,0.75,12:16:28,12:16:46,1514622.9173770002,0.09416610431453676,3.548491105230001E7
456,10,36.1,54,1.69,273,48.01,1.3,0.78,12:16:46,12:17:05,569127.6768739999,0.05462513149326309,2.2692354812600005E7
457,9,40.0,57,1.86,300,50.0,1.32,0.75,12:17:05,12:17:28,2398830.9926470006,0.11609900691154706,6.559978706530002E7
458,9,37.55,40,1.73,238,50.0,1.31,0.75,12:17:28,12:17:47,632686.676042,0.058353440380275234,2.4881682625800025E7
459,9,40.0,64,1.89,300,50.0,1.32,0.75,12:17:47,12:18:09,1853761.6263689995,0.10357999434949994,4.848084511309999E7
460,9,40.0,75,1.75,300,49.11,1.28,0.77,12:18:09,12:18:31,1442651.2010290006,0.0919542947630565,5.1548365967099994E7
461,9,40.0,56,1.74,229,50.0,1.28,0.75,12:18:31,12:18:51,2064660.377252,0.1087467912503135,6.395654137479998E7
462,9,33.42,36,1.73,105,47.24,1.32,0.77,12:18:51,12:19:05,2379868.1153880004,0.11570558825526978,5.497559981119996E7
463,10,39.36,62,1.87,266,50.0,1.34,0.75,12:19:05,12:19:25,1447445.808889,0.09210431510803496,3.456669636110002E7
464,9,40.0,55,1.81,300,50.0,1.31,0.75,12:19:25,12:19:48,1592250.908189,0.09646020347229478,4.763955155110001E7
465,9,40.0,76,1.54,260,48.35,1.29,0.77,12:19:48,12:20:08,1552079.970348,0.0952844552402996,5.15107105452E7
